"","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_oversampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","xgboost__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","random_forest__Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_simple_value_imputation__ScarceOutcome_random_undersampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_no_method","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_oversampling","random_forest__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","random_forest__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","xgboost__Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","xgboost__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling","logistic_regression__Not_Tuned__Threshold_0.5__MissingData_Miss_Forest_Imputation__ScarceOutcome_random_undersampling"
"Female_Majority_Yes_FPR_stringent",0,0,0,0,0,0.944444444444444,0.944444444444444,0,0,0,0,0,0,0,0.944444444444444,0,0.944444444444444,0,0,0.944444444444444,0,0.944444444444444,0.944444444444444,0.944444444444444,0.944444444444444,0.944444444444444,0.944444444444444,0,0.944444444444444,0
"Female_Majority_Yes_FNR_stringent",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
"Female_Majority_No_FPR_stringent",0.917874396135266,0.852657004830918,0,0,0.961352657004831,0.893719806763285,0.896135265700483,0.797101449275362,0.804347826086957,0.879227053140097,0.881642512077295,0.855072463768116,0,0.944444444444444,0.93719806763285,0.929951690821256,0.879227053140097,0,0,0.961352657004831,0.886473429951691,0.79951690821256,0.792270531400966,0.900966183574879,0.898550724637681,0.93719806763285,0.79951690821256,0,0.826086956521739,0.891304347826087
"Female_Majority_No_FNR_stringent",0.0131578947368421,0.0131578947368421,1,1,0,0.0131578947368421,0.00657894736842105,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0131578947368421,1,0.0131578947368421,0.0131578947368421,0.00657894736842105,0.0131578947368421,1,1,0.00657894736842105,0.00657894736842105,0.0263157894736842,0.00657894736842105,0,0.00657894736842105,0.0131578947368421,0.0197368421052632,1,0.00657894736842105,0.00657894736842105
"Male_Minority_Yes_FPR_lenient",0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0869565217391304,0,0,0,0,0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0869565217391304,0,0,0,0,0,0.0434782608695652,0.0434782608695652,0.0869565217391304,0.0434782608695652,0
"Male_Minority_Yes_FNR_lenient",0.533333333333333,0.533333333333333,0.4,0.533333333333333,0.666666666666667,0.933333333333333,0.933333333333333,0.733333333333333,0.733333333333333,0.733333333333333,0.666666666666667,0.733333333333333,0.666666666666667,0.733333333333333,0.666666666666667,0.466666666666667,0.533333333333333,0.333333333333333,0.533333333333333,0.6,0.666666666666667,0.733333333333333,0.733333333333333,0.933333333333333,0.866666666666667,0.733333333333333,0.8,0.666666666666667,0.733333333333333,0.666666666666667
"Male_Minority_No_FPR_lenient",0.00784313725490196,0.00784313725490196,0.0156862745098039,0.0156862745098039,0.00392156862745098,0,0,0,0,0,0,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.00392156862745098,0.0117647058823529,0.00392156862745098,0.0156862745098039,0.0156862745098039,0.00784313725490196,0,0,0,0,0,0.00392156862745098,0.0156862745098039,0.00392156862745098,0.00392156862745098,0
"Male_Minority_No_FNR_lenient",0.957746478873239,0.943661971830986,0.929577464788732,0.929577464788732,0.943661971830986,1,1,0.985915492957746,1,1,1,0.971830985915493,0.957746478873239,1,1,0.971830985915493,0.943661971830986,0.901408450704225,0.915492957746479,0.929577464788732,1,1,0.985915492957746,1,1,1,0.943661971830986,0.971830985915493,1,1
"Male_Majority_Yes_FPR_lenient",0.03125,0.03125,0.03125,0.03125,0.03125,0,0,0,0,0,0,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0,0.03125,0,0,0,0.03125,0.03125,0.03125,0.03125,0
"Male_Majority_Yes_FNR_lenient",0.8,0.933333333333333,0.666666666666667,0.8,1,1,1,1,1,1,1,1,1,1,1,0.8,0.933333333333333,0.666666666666667,0.866666666666667,0.866666666666667,1,1,1,1,1,1,0.933333333333333,1,1,1
"Male_Majority_No_FPR_lenient",0,0.00353982300884956,0.00353982300884956,0.00353982300884956,0.00353982300884956,0,0,0,0,0,0,0,0,0.00176991150442478,0.00353982300884956,0,0.00353982300884956,0.00353982300884956,0.00353982300884956,0.00353982300884956,0,0,0,0,0,0.00176991150442478,0.00707964601769911,0,0.00176991150442478,0
"Male_Majority_No_FNR_lenient",0.96551724137931,0.942528735632184,0.942528735632184,0.931034482758621,0.96551724137931,1,1,0.988505747126437,0.988505747126437,1,1,1,0.988505747126437,1,1,0.96551724137931,0.919540229885057,0.908045977011494,0.931034482758621,0.931034482758621,1,0.988505747126437,0.977011494252874,1,1,0.977011494252874,0.919540229885057,0.988505747126437,0.988505747126437,1
"Female_Minority_Yes_FPR_lenient",0.416666666666667,0.5,0.583333333333333,0.25,0.333333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.166666666666667,0.0833333333333333,0.25,0.25,0.166666666666667,0.166666666666667,0.333333333333333,0.25,0.583333333333333,0.25,0.333333333333333,0.25,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.166666666666667,0.25,0.25,0.166666666666667
"Female_Minority_Yes_FNR_lenient",0.35,0.35,0.25,0.35,0.35,0.85,0.85,0.5,0.55,0.45,0.45,0.4,0.45,0.6,0.55,0.35,0.35,0.25,0.4,0.3,0.45,0.6,0.6,0.85,0.8,0.55,0.65,0.5,0.5,0.45
"Female_Minority_No_FPR_lenient",0.134615384615385,0.128205128205128,0.166666666666667,0.128205128205128,0.108974358974359,0.00641025641025641,0,0.0256410256410256,0.0512820512820513,0.0512820512820513,0.0512820512820513,0.0897435897435897,0.108974358974359,0.0192307692307692,0.0192307692307692,0.128205128205128,0.128205128205128,0.166666666666667,0.0961538461538462,0.0961538461538462,0.0576923076923077,0.0512820512820513,0.0192307692307692,0,0.00641025641025641,0.0256410256410256,0.0576923076923077,0.108974358974359,0.0576923076923077,0.0576923076923077
"Female_Minority_No_FNR_lenient",0.468965517241379,0.558620689655172,0.4,0.496551724137931,0.586206896551724,0.944827586206897,0.972413793103448,0.758620689655172,0.689655172413793,0.696551724137931,0.648275862068965,0.689655172413793,0.675862068965517,0.83448275862069,0.786206896551724,0.455172413793103,0.475862068965517,0.393103448275862,0.496551724137931,0.558620689655172,0.675862068965517,0.744827586206897,0.744827586206897,0.96551724137931,0.931034482758621,0.806896551724138,0.675862068965517,0.682758620689655,0.682758620689655,0.668965517241379
"Female_Majority_Yes_FPR_lenient",0.222222222222222,0.222222222222222,0.222222222222222,0.222222222222222,0.111111111111111,0,0,0.111111111111111,0.0555555555555556,0.111111111111111,0.111111111111111,0.166666666666667,0.166666666666667,0.0555555555555556,0.0555555555555556,0.222222222222222,0.222222222222222,0.222222222222222,0.166666666666667,0.166666666666667,0.111111111111111,0.0555555555555556,0.0555555555555556,0,0,0.0555555555555556,0.111111111111111,0.166666666666667,0.111111111111111,0.0555555555555556
"Female_Majority_Yes_FNR_lenient",0.45,0.35,0.3,0.6,0.65,0.85,0.9,0.75,0.6,0.55,0.55,0.65,0.55,0.65,0.6,0.45,0.4,0.25,0.6,0.7,0.55,0.7,0.65,0.85,0.9,0.65,0.9,0.55,0.7,0.55
"Female_Majority_No_FPR_lenient",0.00966183574879227,0.0120772946859903,0.0193236714975845,0.0241545893719807,0.0144927536231884,0,0,0.00483091787439614,0.00483091787439614,0.00483091787439614,0.00483091787439614,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.0072463768115942,0.00966183574879227,0.0120772946859903,0.0193236714975845,0.0193236714975845,0.0144927536231884,0.00483091787439614,0.00483091787439614,0.0072463768115942,0,0,0.0072463768115942,0.0193236714975845,0.0072463768115942,0.0072463768115942,0.00483091787439614
"Female_Majority_No_FNR_lenient",0.776315789473684,0.769736842105263,0.703947368421053,0.769736842105263,0.796052631578947,0.980263157894737,0.993421052631579,0.921052631578947,0.901315789473684,0.901315789473684,0.901315789473684,0.894736842105263,0.888157894736842,0.94078947368421,0.927631578947368,0.782894736842105,0.776315789473684,0.69078947368421,0.769736842105263,0.828947368421053,0.901315789473684,0.907894736842105,0.921052631578947,0.986842105263158,0.993421052631579,0.93421052631579,0.894736842105263,0.888157894736842,0.894736842105263,0.901315789473684
"Male_Minority_Yes_FPR_train",0.235294117647059,0.215686274509804,0.176470588235294,0.196078431372549,0.176470588235294,0.392156862745098,0,0.176470588235294,0.431372549019608,0.509803921568627,0.722222222222222,0.555555555555556,0.666666666666667,0.5,0.555555555555556,0.235294117647059,0.176470588235294,0.176470588235294,0.196078431372549,0.156862745098039,0.529411764705882,0.392156862745098,0.156862745098039,0,0.372549019607843,0.555555555555556,0.666666666666667,0.611111111111111,0.611111111111111,0.722222222222222
"Male_Minority_Yes_FNR_train",0.297872340425532,0.276595744680851,0.340425531914894,0.297872340425532,0.212765957446809,0,0,0,0.0155038759689922,0.0155038759689922,0.0212765957446809,0.0212765957446809,0.0212765957446809,0,0,0.276595744680851,0.25531914893617,0.340425531914894,0.276595744680851,0.212765957446809,0.0155038759689922,0.0155038759689922,0.0155038759689922,0,0,0,0.0212765957446809,0.0212765957446809,0.0212765957446809,0.0212765957446809
"Male_Minority_No_FPR_train",0.0672097759674134,0.0661914460285132,0.0346232179226069,0.0661914460285132,0.0478615071283096,0.195519348268839,0,0.0794297352342159,0.215885947046843,0.267820773930754,0.239193083573487,0.152737752161383,0.210374639769452,0.161383285302594,0.155619596541787,0.0610997963340122,0.0682281059063136,0.0346232179226069,0.0610997963340122,0.0519348268839104,0.263747454175153,0.203665987780041,0.0804480651731161,0,0.20061099796334,0.15850144092219,0.219020172910663,0.170028818443804,0.167146974063401,0.24207492795389
"Male_Minority_No_FNR_train",0.617857142857143,0.528571428571429,0.707142857142857,0.589285714285714,0.489285714285714,0.0666666666666667,0,0.0530612244897959,0.214965986394558,0.247619047619048,0.228571428571429,0.214285714285714,0.253571428571429,0.157142857142857,0.139285714285714,0.628571428571429,0.507142857142857,0.707142857142857,0.610714285714286,0.507142857142857,0.25578231292517,0.208163265306122,0.0530612244897959,0,0.0707482993197279,0.142857142857143,0.214285714285714,0.282142857142857,0.235714285714286,0.246428571428571
"Male_Majority_Yes_FPR_train",0.0671641791044776,0.0746268656716418,0.0447761194029851,0.0671641791044776,0.0522388059701493,0.313432835820896,0,0.119402985074627,0.343283582089552,0.440298507462687,0.444444444444444,0.277777777777778,0.351851851851852,0.277777777777778,0.259259259259259,0.0746268656716418,0.0671641791044776,0.0447761194029851,0.0746268656716418,0.0597014925373134,0.440298507462687,0.313432835820896,0.104477611940299,0,0.298507462686567,0.259259259259259,0.314814814814815,0.296296296296296,0.259259259259259,0.444444444444444
"Male_Majority_Yes_FNR_train",0.536231884057971,0.376811594202899,0.63768115942029,0.492753623188406,0.36231884057971,0.0578034682080925,0,0.069364161849711,0.167630057803468,0.219653179190751,0.202898550724638,0.173913043478261,0.202898550724638,0.115942028985507,0.115942028985507,0.565217391304348,0.36231884057971,0.63768115942029,0.536231884057971,0.376811594202899,0.219653179190751,0.179190751445087,0.0289017341040462,0,0.092485549132948,0.115942028985507,0.188405797101449,0.231884057971014,0.173913043478261,0.202898550724638
"Male_Majority_No_FPR_train",0.0137898240608654,0.0128388017118402,0.00570613409415121,0.0133143128863528,0.00998573466476462,0.0556348074179743,0,0.0185449358059914,0.065620542082739,0.0908226343319068,0.0831202046035806,0.0447570332480818,0.0652173913043478,0.040920716112532,0.040920716112532,0.0123632905373276,0.0133143128863528,0.00570613409415121,0.0133143128863528,0.00903471231573942,0.0889205896338564,0.0599144079885877,0.0161673799334284,0,0.0537327627199239,0.0358056265984655,0.0575447570332481,0.0421994884910486,0.0358056265984655,0.081841432225064
"Male_Majority_No_FNR_train",0.79020979020979,0.737762237762238,0.863636363636364,0.776223776223776,0.699300699300699,0.137355584082157,0,0.048780487804878,0.368421052631579,0.446726572528883,0.43006993006993,0.388111888111888,0.475524475524476,0.27972027972028,0.293706293706294,0.793706293706294,0.706293706293706,0.863636363636364,0.786713286713287,0.692307692307692,0.439024390243902,0.372272143774069,0.0385109114249037,0,0.115532734274711,0.300699300699301,0.402097902097902,0.541958041958042,0.374125874125874,0.43006993006993
"Female_Minority_Yes_FPR_train",0.5,0.375,0.35,0.425,0.375,0.55,0,0.275,0.575,0.7,0.823529411764706,0.588235294117647,0.705882352941177,0.470588235294118,0.470588235294118,0.575,0.45,0.35,0.425,0.4,0.675,0.575,0.35,0,0.55,0.470588235294118,0.705882352941177,0.705882352941177,0.470588235294118,0.764705882352941
"Female_Minority_Yes_FNR_train",0.0833333333333333,0.0166666666666667,0.0833333333333333,0.05,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0.0333333333333333,0.0833333333333333,0.05,0.0166666666666667,0,0,0.00689655172413793,0,0,0,0,0,0,0
"Female_Minority_No_FPR_train",0.251101321585903,0.242290748898678,0.205580029368576,0.249632892804699,0.211453744493392,0.424375917767988,0,0.230543318649046,0.431718061674009,0.524229074889868,0.475471698113208,0.362264150943396,0.433962264150943,0.354716981132075,0.358490566037736,0.248164464023495,0.245227606461087,0.20704845814978,0.234948604992658,0.205580029368576,0.516886930983847,0.430249632892805,0.195301027900147,0,0.419970631424376,0.366037735849057,0.437735849056604,0.422641509433962,0.373584905660377,0.464150943396226
"Female_Minority_No_FNR_train",0.21183800623053,0.163551401869159,0.269470404984424,0.196261682242991,0.152647975077882,0.0100294985250737,0,0.00766961651917404,0.0359882005899705,0.0383480825958702,0.0498442367601246,0.0404984423676012,0.0514018691588785,0.0171339563862928,0.0155763239875389,0.218068535825545,0.154205607476636,0.269470404984424,0.213395638629283,0.146417445482866,0.0383480825958702,0.0359882005899705,0.00707964601769911,0,0.0106194690265487,0.0202492211838006,0.0482866043613707,0.0654205607476635,0.0358255451713396,0.0529595015576324
"Female_Majority_Yes_FPR_train",0.34375,0.354166666666667,0.270833333333333,0.354166666666667,0.354166666666667,0.5,0,0.302083333333333,0.5,0.625,0.555555555555556,0.5,0.583333333333333,0.472222222222222,0.472222222222222,0.333333333333333,0.364583333333333,0.270833333333333,0.354166666666667,0.333333333333333,0.625,0.552083333333333,0.291666666666667,0,0.510416666666667,0.472222222222222,0.583333333333333,0.555555555555556,0.472222222222222,0.555555555555556
"Female_Majority_Yes_FNR_train",0.171428571428571,0.114285714285714,0.238095238095238,0.180952380952381,0.0761904761904762,0.0106382978723404,0,0.0106382978723404,0.0212765957446809,0.0212765957446809,0.019047619047619,0.0285714285714286,0.019047619047619,0.019047619047619,0.019047619047619,0.161904761904762,0.133333333333333,0.20952380952381,0.152380952380952,0.0952380952380952,0.0212765957446809,0.0319148936170213,0,0,0.0106382978723404,0.019047619047619,0.019047619047619,0.019047619047619,0.019047619047619,0.0285714285714286
"Female_Majority_No_FPR_train",0.0877906976744186,0.0936046511627907,0.0633720930232558,0.0895348837209302,0.077906976744186,0.218023255813953,0,0.0901162790697674,0.229651162790698,0.286627906976744,0.308605341246291,0.246290801186944,0.299703264094956,0.224035608308605,0.225519287833828,0.0848837209302326,0.0866279069767442,0.0656976744186046,0.0872093023255814,0.0744186046511628,0.282558139534884,0.227906976744186,0.0895348837209302,0,0.219767441860465,0.232937685459941,0.298219584569733,0.268545994065282,0.238872403560831,0.302670623145401
"Female_Majority_No_FNR_train",0.451704545454545,0.348011363636364,0.544034090909091,0.420454545454545,0.323863636363636,0.0449438202247191,0,0.0267522739432852,0.119850187265918,0.142857142857143,0.153409090909091,0.123579545454545,0.160511363636364,0.09375,0.0894886363636364,0.448863636363636,0.345170454545455,0.541193181818182,0.440340909090909,0.330965909090909,0.146602461209203,0.110754414125201,0.0240770465489567,0,0.0481540930979133,0.0909090909090909,0.136363636363636,0.183238636363636,0.123579545454545,0.154829545454545
